id;code;file;size;time
47;916e6b916e93ec18;cluster_00766/310387.jpg;58457;80
48;f2d2c57a0d3cf821;cluster_00302/116701.jpg;186727;77
49;f092c7fa0d3cf8c0;cluster_00302/129803.jpg;178106;82
50;9dd5c0821d3d3a2f;cluster_00130/43651.jpg;205849;79
51;9dddc0e231f11a0f;cluster_00130/44040.jpg;190736;81
52;8c09f7361b4b0dcd;cluster_01815/896203.jpg;101667;73
53;8c09f7361b4b0dcd;cluster_01815/954782.jpg;68843;81
54;9b4c6630bc9bd351;cluster_01029/428496.jpg;107144;80
55;9b4a4eb0bc0bd355;cluster_01029/435659.jpg;180577;85
56;85955555705d8737;cluster_00933/385995.jpg;126255;82
57;95955555705d8676;cluster_00933/855946.jpg;126310;80
58;ca2534fb65d02a75;cluster_00759/308521.jpg;78517;78
59;c2253dda65d12a75;cluster_00759/310333.jpg;77038;79
60;afd540baca1f8d21;cluster_00596/227158.jpg;104137;76
61;add564b2ca1f8d21;cluster_00596/228241.jpg;201440;88
62;a52b3c545746fe12;cluster_01444/669742.jpg;128707;82
63;a52b3c545746fe12;cluster_01444/936688.jpg;128705;78
64;e8b3f8c44b49b0c7;cluster_01676/814119.jpg;74798;75
65;e8bbf8c44b49b0c6;cluster_01676/817911.jpg;113780;83
66;8569af56d8e0d263;cluster_01212/535461.jpg;239040;82
67;8569af56d8e0d263;cluster_01212/540741.jpg;186072;87
68;fc930bc8e0677439;cluster_01020/423340.jpg;109892;83
69;fc930bc8e0677439;cluster_01020/424004.jpg;105107;85
70;842d33e8457e746d;cluster_00334/125286.jpg;120677;84
71;842d33e8457e746d;cluster_00334/125507.jpg;114602;86
72;d0f262d9ead0596a;cluster_00106/35863.jpg;106155;88
73;d0f262d96ad8596a;cluster_00106/40723.jpg;172461;92
74;847ec103cf3c8ef8;cluster_00562/211324.jpg;316392;97
75;9c7cc103c73e8cf1;cluster_00562/212440.jpg;262411;93
76;9c69d6593572259a;cluster_00750/305443.jpg;121943;94
77;9e69965934f2259a;cluster_00750/305547.jpg;144263;95
78;bbe2f0494472a796;cluster_01682/818698.jpg;128423;89
79;abe2f0494472a7d6;cluster_01682/819263.jpg;181119;89
80;cc6826c30d7a35bb;cluster_01823/897593.jpg;75626;83
81;cc6826c30f7a35ba;cluster_01823/948025.jpg;85322;91
82;89952e7153ad74aa;cluster_01649/801213.jpg;115249;91
83;88952e7553ade0ea;cluster_01649/807080.jpg;105024;91
84;aa68598f1775c14b;cluster_00905/377230.jpg;152648;88
85;aa68598f1775c14b;cluster_00905/952245.jpg;153248;74
86;87d979a632278783;cluster_00139/282889.jpg;61504;81
87;87d959a67227078b;cluster_00139/46681.jpg;115355;86
88;df4936764385249b;cluster_00757/307925.jpg;150275;81
89;df4936364395249b;cluster_00757/308305.jpg;204626;84
90;8f1a60a157de589b;cluster_01685/821818.jpg;104506;80
91;8f1865a056de58bb;cluster_01685/896856.jpg;135472;85
92;ee1c95c5d055a3aa;cluster_00565/211621.jpg;180187;82
93;ce1c95c5d055abaa;cluster_00565/228100.jpg;183066;89
94;c199166659636d37;cluster_00101/33525.jpg;76003;79
95;c199966658636d37;cluster_00101/33885.jpg;73480;85
96;e599db423c44c93b;cluster_00333/125045.jpg;214947;93
97;a599da627c45c91b;cluster_00333/252568.jpg;213510;95
98;e599db423c45c91b;cluster_00333/284708.jpg;213448;82
99;a59dda42fc05c91b;cluster_00333/449914.jpg;227025;94
100;924d25739ccac3ce;cluster_01027/427900.jpg;78095;81
101;924d25739ccad3c6;cluster_01027/433329.jpg;115922;87
102;c47131cecc3a3fc8;cluster_01215/537678.jpg;61761;82
103;c47133cccc3b3fc0;cluster_01215/580172.jpg;60685;71
104;c49b36cd25b64966;cluster_01671/812503.jpg;56088;79
105;e699668d25964976;cluster_01671/947497.jpg;85904;79
106;849e7877c1b83b46;cluster_00591/224964.jpg;100822;77
107;858d7877c1b83b46;cluster_00591/228940.jpg;100106;73
108;f8d1c71d1c089bb9;cluster_01443/669711.jpg;130350;84
109;f8d1c71d1c089bb9;cluster_01443/671555.jpg;130885;76
110;977a806acf759238;cluster_00902/375962.jpg;174053;83
111;973aa06bcf758238;cluster_00902/706509.jpg;178556;78
112;b3649393ce8f9898;cluster_01488/694645.jpg;66660;76
113;b3649393ce8f9898;cluster_01488/762565.jpg;71173;77
114;819e3c677a249736;cluster_00768/310539.jpg;180108;76
115;819e24677e2c9736;cluster_00768/484962.jpg;114906;77
116;bfc0d03f814ec5f0;cluster_01824/898774.jpg;130663;80
117;bfc0d03f914e85f0;cluster_01824/900947.jpg;97208;81
118;95841b3f6a7a46d1;cluster_01018/422464.jpg;123193;79
119;95841b3f6a7a46d1;cluster_01018/918146.jpg;122322;93
120;a8de904da07b9e8d;cluster_01884/938154.jpg;228851;89
121;a9de904d207b9e8d;cluster_01884/939229.jpg;111040;79
122;c64b73154da56c99;cluster_00956/393732.jpg;76561;76
123;c64b73154da56c99;cluster_00956/393925.jpg;111450;76
124;928b7ebc68cc8cc3;cluster_00358/133538.jpg;145153;78
125;92837eac68cd847b;cluster_00358/156379.jpg;154129;87
126;92836fbc68e586c3;cluster_00358/162349.jpg;151257;74
127;d43de6ca6e2052d9;cluster_01428/660849.jpg;87698;79
128;d43de2d86ea052d9;cluster_01428/720293.jpg;140518;85
129;d4b59bc8686aa51e;cluster_01870/929688.jpg;109470;75
130;97bd9c4b6a4aaa24;cluster_01870/930535.jpg;107997;77
131;915be564963707b1;cluster_00531/201467.jpg;113899;82
132;d15bc564b62707b1;cluster_00531/215742.jpg;132257;75
133;d0610fe63b9b0f98;cluster_00703/282650.jpg;182580;77
134;d0710fe53b9a0f98;cluster_00703/284099.jpg;233717;87
135;80273dd0664fd1f3;cluster_00367/136793.jpg;121603;79
136;84273dd0664f52f3;cluster_00367/136983.jpg;107628;89
137;95834a6a3f3ad265;cluster_01087/455492.jpg;99604;80
138;95834a6a3d3ad26d;cluster_01087/611055.jpg;99590;76
139;95854a6c3f3ad265;cluster_01087/618466.jpg;103763;76
140;95814a6a3f3ad26d;cluster_01087/685454.jpg;103405;78
141;95814a6a3f3ad26d;cluster_01087/685498.jpg;103575;73
142;cf3e680ed1439663;cluster_00155/53936.jpg;152431;81
143;c11e7b1c5b439663;cluster_00155/82822.jpg;140486;73
144;c54632997c3a36cd;cluster_00969/400635.jpg;143016;83
145;c46632997d3a3a4d;cluster_00969/401845.jpg;79924;82
146;9bd92ce62624f287;cluster_01241/549601.jpg;105256;88
147;9bd924e62624fa87;cluster_01241/709214.jpg;149978;81
148;b0b14fa3c70ef622;cluster_00393/147754.jpg;54039;76
149;b0b14fb3c38ea662;cluster_00393/149990.jpg;55302;71
150;949c333323ccece9;cluster_01073/448396.jpg;186191;77
151;948c33233bccece9;cluster_01073/448438.jpg;176767;81
152;8cbca32323edec89;cluster_01073/698894.jpg;179609;82
153;a549acbe459a4b65;cluster_01417/651991.jpg;86416;87
154;a549aebc459a4b65;cluster_01417/652793.jpg;87418;80
155;b1b8dcc38fc52436;cluster_01625/788363.jpg;96776;80
156;b1b8dcc38fc52436;cluster_01625/958950.jpg;96764;73
157;fbb784c2bb0c1358;cluster_01279/571161.jpg;170543;73
158;fbb584523b0d135a;cluster_01279/571766.jpg;108631;72
159;8490c46639f9f771;cluster_00199/71084.jpg;128579;75
160;8490c46639f9f774;cluster_00199/71424.jpg;88328;80
161;f4c8c7393448d4eb;cluster_01877/932534.jpg;131992;81
162;f4c8c7393448d4eb;cluster_01877/963390.jpg;129487;76
163;d93b26c670c05b1f;cluster_00509/188229.jpg;128993;72
164;c83b3757d4e05a15;cluster_00509/189497.jpg;89489;72
165;8187532297cbed36;cluster_01883/938060.jpg;139006;82
166;8587532217cf6d96;cluster_01883/939329.jpg;132219;87
167;e88c08df3ea87167;cluster_00951/390886.jpg;134012;85
168;e98808de3ea9756c;cluster_00951/391250.jpg;127097;83
169;e499d98696a41de9;cluster_01622/784755.jpg;134301;87
170;e4995986d6a459e9;cluster_01622/793256.jpg;115148;74
171;90b9ac5252eded1a;cluster_01410/645393.jpg;179561;91
172;90b9ac5352aded1a;cluster_01410/767916.jpg;231396;83
173;95d06b8f6cc63cc8;cluster_01074/448525.jpg;130347;83
174;95d06b8f3cca3cc8;cluster_01074/547707.jpg;127983;87
175;85c55c0aa2756dee;cluster_01848/915808.jpg;108089;83
176;85c55c0aa2756dee;cluster_01848/932412.jpg;138391;87
177;bb54afe510dc4790;cluster_01246/554886.jpg;132251;81
178;bb54afc530dc4790;cluster_01246/555793.jpg;81381;78
179;9e4c06aec0c7ee65;cluster_00394/147826.jpg;136091;81
180;9e4c06aec0c7ee65;cluster_00394/514885.jpg;222440;81
181;a3f5ab9d5130a1a3;cluster_01080/451094.jpg;146193;82
182;8c84aaff7e2caca0;cluster_01080/467512.jpg;107976;76
183;f0f801071f3fb8a3;cluster_00152/52668.jpg;128564;79
184;f2c801076f3fb853;cluster_00152/52719.jpg;270138;87
185;99f16762c8d6139c;cluster_00360/133792.jpg;144988;81
186;99316762ccd6539a;cluster_00360/135609.jpg;108323;80
187;8141753e2fd5d62a;cluster_00704/283002.jpg;192403;84
188;8141753e2fd5d62a;cluster_00704/934683.jpg;192881;79
189;b64bcb266b34c623;cluster_00536/202843.jpg;104086;78
190;b64bcb266b34c623;cluster_00536/321111.jpg;104280;80
191;c1ae8f813f988739;cluster_01419/653146.jpg;195530;80
192;c1ae8f81af988739;cluster_01419/765928.jpg;165403;87
193;caa45dc389b53c2b;cluster_00993/412450.jpg;177332;79
194;caa45dd388f52c2b;cluster_00993/413111.jpg;178734;85
195;85cd345b671a6666;cluster_01841/907125.jpg;106627;80
196;85cd345b671a6666;cluster_01841/907621.jpg;94868;77
197;94c5623c1f463d5d;cluster_00369/137379.jpg;65854;78
198;96cd621c9ec628dd;cluster_00369/282389.jpg;100953;82
199;c08793a390ffcc2e;cluster_01089/456741.jpg;64855;78
200;c08783a390fdecae;cluster_01089/457366.jpg;67106;82
201;c89922cc179f2d67;cluster_00967/399375.jpg;168493;83
202;c899224c07bf2f67;cluster_00967/846541.jpg;172955;83
203;87687ac4938f6939;cluster_00190/67792.jpg;76593;75
204;87687ac4938f6939;cluster_00190/67915.jpg;72393;74
205;da4d27b2cd443669;cluster_01042/433278.jpg;82009;83
206;da4d27b2cd643269;cluster_01042/919303.jpg;88197;81
207;c39515dae1f190d6;cluster_01270/563328.jpg;156925;88
208;c39515dae33191d6;cluster_01270/563496.jpg;111943;83
209;87cb68cc2f123d8b;cluster_01614/779481.jpg;81754;85
210;87db60cd22923dcb;cluster_01614/779723.jpg;70659;84
211;f6b9a9c4c8353459;cluster_01426/657373.jpg;51340;79
212;f6b9a9c4c8353459;cluster_01426/890868.jpg;57442;79
213;94ff5435027d007f;cluster_00732/294745.jpg;129690;72
214;eb00afc2fd82bf80;cluster_00732/294775.jpg;60189;79
215;d2eba980917bd1d4;cluster_00500/184831.jpg;60552;77
216;d2ebad90916bd0d4;cluster_00500/209352.jpg;59860;78
217;92ebad90916bd8d4;cluster_00500/219132.jpg;61477;73
218;92ebad90916bd8d4;cluster_00500/221673.jpg;61601;67
219;947620b5a6ab93b6;cluster_00164/56426.jpg;154929;83
220;907620bda6bb83b6;cluster_00164/56981.jpg;107335;75
221;bfc3c40fca386d60;cluster_00958/394168.jpg;54784;81
222;bbc3c40dda786d60;cluster_00958/434752.jpg;64738;77
223;81e57f2c3d8e9381;cluster_00356/132869.jpg;110826;80
224;89f5792c39ae92c1;cluster_00356/139019.jpg;91966;80
225;82c56d19e2628fe7;cluster_01284/574789.jpg;95763;80
226;82c56d19e2628fe7;cluster_01284/942674.jpg;107090;77
227;b6ad445c15864be7;cluster_00538/203112.jpg;151324;82
228;b6ad445c15864be7;cluster_00538/405834.jpg;150311;82
229;af2e747e4020d56b;cluster_00960/394693.jpg;233844;84
230;ef2a557e4020f879;cluster_00960/396221.jpg;269318;88
231;9a326d65939ab24d;cluster_00994/413002.jpg;85082;75
232;9a326d65939ab24d;cluster_00994/434502.jpg;60628;79
233;82aaaba1bc94d5b5;cluster_01846/913295.jpg;138211;80
234;82aaaba1be9495b5;cluster_01846/926664.jpg;130795;85
235;e1e75c112336ba99;cluster_01248/555167.jpg;83161;84
236;e1e75c112336ba99;cluster_01248/555814.jpg;67943;85
237;a8961569c67c5373;cluster_00351/130671.jpg;72443;85
238;a8961579d66c6179;cluster_00351/230707.jpg;71888;84
239;99e6669966666689;cluster_01283/574515.jpg;146997;79
240;d9e62699666266cc;cluster_01283/641452.jpg;126234;81
241;95bf648ab5a98398;cluster_00163/56258.jpg;232434;81
242;95a7648ab5ab8b98;cluster_00163/77640.jpg;245260;87
243;e1d3126d166a0d7e;cluster_00507/187749.jpg;185399;93
244;e5d3126d166a147e;cluster_00507/187879.jpg;109696;83
245;f44db0b649ed2c64;cluster_00735/295271.jpg;115540;83
246;f44db0b649ed2c64;cluster_00735/295272.jpg;116719;80
247;961c4cc6e59b9e4c;cluster_01421/655489.jpg;92256;78
248;961c5cc6e78b9a4c;cluster_01421/656662.jpg;61525;80
249;e4e11b26e6399ba4;cluster_01613/778443.jpg;57054;76
250;e4e11b26e6399ba4;cluster_01613/779378.jpg;67558;78
251;a160799797ea629a;cluster_01277/569636.jpg;97688;79
252;a160799797ea629a;cluster_01277/570229.jpg;68497;76
253;e0cf8d31383a57cc;cluster_00197/70318.jpg;177499;76
254;e0cf8f31b83847cc;cluster_00197/70597.jpg;170252;84
255;f43c738314b16d8e;cluster_01045/435427.jpg;104627;80
256;f43c738314b16d8e;cluster_01045/919908.jpg;104681;79
257;f69c98728797908b;cluster_01879/934102.jpg;167509;80
258;e69c9962879d920f;cluster_01879/952046.jpg;166793;84
259;88ebd780b316e45e;cluster_01214/536131.jpg;98193;84
260;88ebd780b316e45e;cluster_01214/537224.jpg;79068;89
261;ceb8b266c0c2d67a;cluster_01026/427626.jpg;55177;86
262;ceb8b266c0c2d67a;cluster_01026/427640.jpg;54651;76
263;adad296a99846579;cluster_00590/224769.jpg;60853;75
264;adad386b99846479;cluster_00590/228569.jpg;83156;79
265;f8ce85b19c9339c4;cluster_01442/669466.jpg;87557;81
266;f8ce85319c936dc4;cluster_01442/671409.jpg;87560;82
267;904a96dbc95d49da;cluster_01670/810977.jpg;214067;74
268;b04a92dbc9d549da;cluster_01670/835437.jpg;170842;73
269;c19c3e62d13d9e68;cluster_00564/211354.jpg;87553;87
270;c19c3e62c13f9e68;cluster_00564/712804.jpg;81810;82
271;c799e0d258694d6e;cluster_00756/307906.jpg;207840;81
272;c79960d0587d4d6e;cluster_00756/309210.jpg;239392;80
273;c9b66f4187cf5824;cluster_01684/820570.jpg;126506;85
274;d9b6674187cf5824;cluster_01684/821292.jpg;89824;83
275;98c0075e783faec6;cluster_00332/124971.jpg;87889;84
276;98c0077f783baec2;cluster_00332/129462.jpg;73614;86
277;86878fd2c8c54b6d;cluster_00100/33001.jpg;148879;87
278;86878fd2c8c54b6d;cluster_00100/36422.jpg;176361;76
279;801e8a7b7ea5895d;cluster_01019/423093.jpg;98239;85
280;809e9a7b7ea58554;cluster_01019/695360.jpg;104038;80
281;a192876d9ccefa42;cluster_01825/900282.jpg;63869;82
282;a192876d9ccefa42;cluster_01825/901388.jpg;63889;67
283;afcbb4fc4ed21208;cluster_00903/376558.jpg;87513;70
284;afcbb4fc4cd2120c;cluster_00903/378587.jpg;86387;77
285;c38f6ce68638e386;cluster_00769/311367.jpg;63331;75
286;c38f6ce68638e386;cluster_00769/313190.jpg;58499;77
287;95b569c721987693;cluster_01489/694940.jpg;62962;87
288;95b569c725985693;cluster_01489/884307.jpg;67520;83
289;eae8781fe6c94429;cluster_00107/285197.jpg;105522;75
290;ebe8781ee6c94429;cluster_00107/36797.jpg;120052;77
291;c7c46a391bc63333;cluster_00335/125401.jpg;144260;84
292;c7c46a391bc63333;cluster_00335/126791.jpg;123217;65
293;c5f95a86b6992e60;cluster_00751/305738.jpg;230650;83
294;c5f95a86b6992e60;cluster_00751/551322.jpg;212026;90
295;cb8e3165ccd0b69c;cluster_01683/818822.jpg;95375;72
296;cb8e3165ccd0b69c;cluster_01683/836373.jpg;58411;74
297;e1c12b0ff4fc7a02;cluster_00563/211329.jpg;190249;81
298;c1c12f0ffcdc7a02;cluster_00563/415681.jpg;181348;76
299;ec4384ba5dd4539c;cluster_01677/814798.jpg;165684;83
300;e84394ba5ed4539c;cluster_01677/814838.jpg;169770;88
301;e84384bad5d4539e;cluster_01677/814993.jpg;158975;78
302;8f9a9d4632a0b6d6;cluster_00597/227253.jpg;152550;73
303;8f9a995432a1b6d6;cluster_00597/227401.jpg;167390;77
304;b12e0fa15a1fa5d2;cluster_01445/670007.jpg;130032;82
305;b12e0fa15a1fa5d2;cluster_01445/759737.jpg;105174;75
306;d166198e665c9766;cluster_01021/425538.jpg;96450;85
307;d56619ce33cc8366;cluster_01021/426760.jpg;96128;81
308;d56619ce237c9c23;cluster_01021/426884.jpg;97158;78
309;fcd7b07a3220ea89;cluster_01213/535877.jpg;51858;76
310;f8d7b07a3228ee81;cluster_01213/673174.jpg;77238;81
311;e3093cf334d1e1b8;cluster_00138/46244.jpg;138211;84
312;e3093cf334d1e1b8;cluster_00138/46261.jpg;254651;83
313;85c36e9878956f68;cluster_00904/377221.jpg;171170;80
314;85c36e987a916f68;cluster_00904/574396.jpg;154246;92
315;d1ff9688a1ba1a86;cluster_01822/897514.jpg;333908;93
316;d1ff9688a1fa0a86;cluster_01822/897817.jpg;327948;90
317;846e3e31e1ca4f71;cluster_01648/800142.jpg;190469;82
318;846e3e31e1ca4f71;cluster_01648/966488.jpg;179999;82
319;b4c6cb9d3031cbf0;cluster_00767/310422.jpg;123202;75
320;b4c3cf9c3034c3b3;cluster_00767/558745.jpg;170564;84
321;f607897c779c8c22;cluster_01487/694087.jpg;76670;82
322;f607c9dc77360780;cluster_01487/703435.jpg;71676;79
323;be39c964f0d9c4c2;cluster_00555/209427.jpg;154313;77
324;be39c964f0d9c4c2;cluster_00555/485579.jpg;156519;89
325;ea6b956e9594c0c5;cluster_00131/43706.jpg;56878;84
326;af6bd03ec191b1c1;cluster_00131/44922.jpg;55626;78
327;946b0d522bd337e2;cluster_00303/116977.jpg;87703;79
328;946b85522bd337e2;cluster_00303/128332.jpg;118163;77
329;a455c3ba2dd93466;cluster_01017/422258.jpg;88173;79
330;a455c3ba2dd93466;cluster_01017/802642.jpg;85268;84
331;d1470e7a1b6570f4;cluster_01225/542879.jpg;103570;89
332;d1470e7a1b6570f4;cluster_01225/867492.jpg;146705;88
333;daf909484de652cb;cluster_01641/795764.jpg;192481;80
334;dae9094d4de612cb;cluster_01641/796808.jpg;175304;97
335;86ed96ca2c923bd8;cluster_00793/317838.jpg;127107;121
336;96ed964a2d9139d1;cluster_00793/339537.jpg;149713;117
337;b9c80339f80757d6;cluster_01473/685877.jpg;123793;115
338;b9c80339f80757d6;cluster_01473/686150.jpg;122630;122
339;8ecf7131981c66c7;cluster_00932/385756.jpg;209671;115
340;8ecf7131981c66c7;cluster_00932/387865.jpg;205736;123
341;9cec2193ed31996c;cluster_00758/308249.jpg;123170;112
342;9cec2193ed31996c;cluster_00758/309555.jpg;130686;113
343;f5d495c2051b6a7a;cluster_01028/428005.jpg;111975;110
344;ed909dc6051b6aea;cluster_01028/428366.jpg;140193;114
345;c2e3331d0c8e5f0f;cluster_01814/895559.jpg;102528;111
346;c2e233190c8e7f8f;cluster_01814/896705.jpg;71565;106
347;9594446fc0f37b64;cluster_01474/686310.jpg;94225;91
348;959444e7c0f37b34;cluster_01474/686516.jpg;146972;89
349;8fd18e3866b06799;cluster_01646/799396.jpg;110648;89
350;8bf10e3866b2479b;cluster_01646/799957.jpg;101422;84
351;b5451a99254beab5;cluster_00794/317971.jpg;122326;86
352;b5451a99254beab5;cluster_00794/596512.jpg;122329;89
353;85b9024bb6cdd6b1;cluster_01222/541109.jpg;147843;84
354;85f9164bb4cd9631;cluster_01222/546569.jpg;175858;93
355;c9f232857e698672;cluster_01010/420012.jpg;125958;86
356;c9f23681796c966a;cluster_01010/866190.jpg;110675;86
357;8d19b036f713c42f;cluster_00304/117159.jpg;68433;86
358;819cb4b7b710ce0f;cluster_00304/867631.jpg;92204;90
359;8d99b0b6bf41cc0b;cluster_00304/867928.jpg;77437;78
360;929653aa5b0569e7;cluster_00136/126881.jpg;147548;88
361;919653aa5b0569e7;cluster_00136/188801.jpg;145769;85
362;929653aa5b0569e7;cluster_00136/45854.jpg;161244;95
363;a2b63e4ee0e8c29e;cluster_01480/689894.jpg;110664;86
364;a2b6ae4ee1e9c096;cluster_01480/690489.jpg;109445;84
365;ef095ad33864ac71;cluster_00552/208029.jpg;130513;79
366;af99dad13864ac70;cluster_00552/261679.jpg;125236;82
367;d6d18ba06b78f8d0;cluster_00760/309362.jpg;202551;86
368;c0d12f2c6f7a78d0;cluster_00760/309551.jpg;152771;83
369;ccdc183950e8f3c7;cluster_01813/895392.jpg;99436;81
370;dc5c193150e8f3c7;cluster_01813/895889.jpg;85029;81
371;c0406373bf1c0f5f;cluster_01679/816100.jpg;97596;81
372;c040633f3d1c0f7f;cluster_01679/817104.jpg;145204;79
373;d2f7e4d94a1424ad;cluster_00599/228437.jpg;150243;86
374;d2f7e4d94a1424ad;cluster_00599/231805.jpg;150503;76
375;c01b39e496bd12e7;cluster_00109/37025.jpg;136090;84
376;c41939e696b91367;cluster_00109/455393.jpg;143258;84
377;ecc495de31a38e98;cluster_00935/386142.jpg;94711;84
378;ecc495de31a38e98;cluster_00935/547844.jpg;92563;80
379;ef012c4ef63c8536;cluster_01249/555174.jpg;157868;84
380;ef012c4ef61e8437;cluster_01249/739159.jpg;144786;82
381;dce456727cc8614b;cluster_00995/413594.jpg;170001;85
382;dce452726cc8e15b;cluster_00995/762362.jpg;159087;83
383;c4853f706a9b3363;cluster_01847/914070.jpg;104641;75
384;c4053ff06a9b3363;cluster_01847/915990.jpg;75929;84
385;d5dd4a70646278b5;cluster_00539/203353.jpg;89308;85
386;d5dd4a70646278b5;cluster_00539/301729.jpg;88605;80
387;84345e782ae37cb5;cluster_00961/395421.jpg;186834;86
388;903e46c20a937dfe;cluster_00961/402791.jpg;169778;75
389;9497236a4c9d93b3;cluster_01612/778036.jpg;95328;88
390;9497236a4c9d93b3;cluster_01612/778462.jpg;105673;82
391;fec9c49219e4691b;cluster_01420/655186.jpg;78547;80
392;bad984b60de46c1b;cluster_01420/655576.jpg;76572;81
393;956a15ca2d967996;cluster_01878/933637.jpg;80981;84
394;956a34cb2d927996;cluster_01878/933651.jpg;82173;79
395;b18cce61389ce3e3;cluster_00196/136746.jpg;133509;80
396;b18cce613c9ce1e3;cluster_00196/69423.jpg;134070;83
397;f3d14c7cb2c109bc;cluster_01044/435211.jpg;160856;82
398;f3d14c5cb2c10bbc;cluster_01044/507243.jpg;141358;81
399;e003991bd7733d1c;cluster_01276/569094.jpg;63348;79
400;e003991bd7733d1c;cluster_01276/569237.jpg;98796;76
401;c0e13e7e6b3c91c1;cluster_00162/317383.jpg;85087;73
402;c0e13e7a6b3c91d1;cluster_00162/56163.jpg;84683;78
403;d369300c6eb66d96;cluster_00350/130349.jpg;89627;75
404;d169300c6eb66d9e;cluster_00350/606930.jpg;64537;75
405;8859493761fb7686;cluster_01282/572631.jpg;104545;79
406;801b493361fb7697;cluster_01282/576431.jpg;132023;78
407;801b493761fb7696;cluster_01282/607450.jpg;150048;79
408;c2d3d2562f671316;cluster_00734/295267.jpg;259105;88
409;c2d3d2562f671316;cluster_00734/295268.jpg;113624;71
410;c4604233f71b7dd8;cluster_00506/187129.jpg;106589;74
411;c4604233f71b7dd8;cluster_00506/282702.jpg;109721;82
412;8abd35474ab8956a;cluster_00966/399368.jpg;54788;82
413;8abd3543cab8956a;cluster_00966/410125.jpg;87593;83
414;949b0ba461f49ed9;cluster_01088/456172.jpg;90873;85
415;a29b8ba460f09edd;cluster_01088/547818.jpg;95068;78
416;a4f4fe7a92c20e8c;cluster_00368/136945.jpg;99440;83
417;a4f47e7e90d22c8c;cluster_00368/138914.jpg;132147;76
418;99904a1cb93ba7b5;cluster_01418/653099.jpg;111331;75
419;99904a1cb93ba7b5;cluster_01418/653657.jpg;116831;80
420;9264676a3b8b9996;cluster_00992/411858.jpg;206388;90
421;9264676b3b8b9994;cluster_00992/762531.jpg;197069;68
422;996ca772b6638c91;cluster_01840/906916.jpg;67617;84
423;996ca772b6618c99;cluster_01840/907780.jpg;74931;90
424;85951fd85c697a0d;cluster_00501/185921.jpg;127168;77
425;85953fd85c697a0c;cluster_00501/324898.jpg;134481;73
